,words
1657,count leo  tolstoy
1658,torture
1659,toryism
1660,totalitarianism
1661,trade unions
1662,trade war
1663,traditionalism
1664,transitional justice
1665,transitivity
1666,transnationalism
1667,treaty of rome
1668,treaty of versailles
1669,trotskyism
1670,truman doctrine
1671,trusteeship
1672,truth and reconciliation
1673,benjamin tucker
1674,kwame ture
1675,a. r. j.  turgot
1676,turnout
1677,two-party systems
1678,tyranny
1679,tyranny of the majority
1680,udi
1681,ulster
1682,ultra vires
1683,un
1684,unanimity
1685,uncertainty
1686,unctad
1687,underclass
1688,unga
1689,ungovernability
1690,unicameralism
1691,unilateralism
1692,unilateralism
1693,unionism
1694,unipolarity
1695,united front
1696,united nations
1697,universal domain
1698,unmovic
1699,unsc
1700,urbanism
1701,usual channels
1702,utilitarianism
1703,utility
1704,utopianism
1705,valence issue
1706,veil of ignorance
1707,velvet revolution
1708,ver
1709,verification
1710,treaty of versailles
1711,veto
1712,vice-president
1713,vichy
1714,vietnam war
1715,violence
1716,virtual representation
1717,eric  voegelin
1718,voice
1719,voltaire
1720,voluntary export restraint
1721,vote bank
1722,voting
1723,kenneth  waltz
1724,want-regarding principles
1725,wants
1726,war
1727,war crimes
1728,ward
1729,warlordism
1730,warsaw pact
1731,washington consensus
1732,watergate
1733,weapons of mass destruction
1734,sidney james  webb
1735,max  weber
1736,daniel  webster
1737,weighted vote
1738,weimar republic
1739,welfare economics
1740,welfare state
1741,wellbeing
1742,west
1743,western european union
1744,west lothian question
1745,westminster
1746,westphalian state system
1747,weu
1748,anna  wheeler
1749,whig
1750,whig interpretation
1751,whip
1752,white primary
1753,woodrow  wilson
1754,gerrard  winstanley
1755,winter of discontent
1756,withering away of the state
1757,karl wittfogel
1758,wmd
1759,mary  wollstonecraft
1760,women’s movement
1761,woolsack
1762,workers’ control
1763,working class
1764,world bank
1765,world government
1766,world social forum
1767,world system analysis
1768,world trade organization
1769,xenophobia
1770,iris marion  young
1771,michael  young
1772,young hegelians
1773,zapatismo
1774,zero-sum game
1775,zionism
1776,zipping
1777,zoning
