SpeechID	POTUS	Date	SpeechTitle	Type	RawText	SpeechURL	Summary	Source	Location	Original source
VSKH272202042	Kamala Harris	2020-02-27	Harris, Colleagues Blast Facebook's Continued Failure to Monitor and Enforce Gun Sales Ban	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday joined Senators Bob Menendez (D-NJ) and Ed Markey (D-MA) and 10 of their Senate colleagues in calling out Facebook for its continued failure to enforce and monitor its own ban on guns sales, pointing to a recent report that shows sellers and buyers have simply moved their transactions to private Facebook groups in order circumvent the social media giant's own ban. ""[D]espite Facebook's ban of gun sales on its platforms, users are nonetheless able to facilitate firearm transactions in private Facebook groups specifically designed to skirt Facebook's ban on firearm sales,"" the senators wrote in a letter to Facebook CEO Mark Zuckerberg. The senators cited a recent Protocol report detailing Facebook's failed efforts to track and remove gun sellers who simply move to new private groups when the company shuts them down. The report quotes a former Facebook employee who claims the company sought to get the content down to an ""acceptable"" level after it recognized it was too difficult to enforce its own gun sales ban due to the ""sheer volume"" of the content on its platform. ""While we understand that in November 2018 Facebook instituted proactive measures to better identify accounts that violate its gun sale policy, we have concerns that those measures fall short,"" the Senators added. The senators demanded Zuckerberg answer specific questions to how many private group and individual user accounts Facebook suspends each month for violating the firearm sale policy, and what proactive measures it is taking to ensure that users in private groups are not able to skirt Facebook's ban on gun sales. Additionally, the senators want to know what procedures Facebook has in place to stop permanently suspended users and groups from starting a new group or hop to other platforms like WhatsApp or Snapchat to sell guns, and report instances of gun trafficking to appropriate law enforcement. Along with Harris, Menendez, and Markey, the letter was also signed by Senators Chris Murphy (D-CT), Richard Blumenthal (D-CT), Elizabeth Warren (D-MA), Jack Reed (D-RI), Mazie Hirono (D-HI), Sheldon Whitehouse (D-RI), Patty Murray (D-WA), Dick Durbin (D-IL) Amy Klobuchar (D-MN) and Cory Booker (D-NJ). Dear Mr. Zuckerberg: We write to express concern that despite Facebook's ban of gun sales on its platforms, users are nonetheless able to facilitate firearm transactions in private Facebook groups specifically designed to skirt Facebook's ban on firearm sales. In light of troubling reporting, we request information on the steps Facebook is taking to combat gun sales facilitated through private Facebook groups. When Facebook banned the sales of firearms on its platforms in 2016, your company took a powerful stand against unlicensed gun sales. A 2017 study estimated that 22 percent of firearm owners obtained their most recent firearm without undergoing a background check. Another study found that the private market for gun sales ""has long been recognized as a leading source of guns used in crimes."" As an industry leader, Facebook ""shut down a key avenue that criminals and minors [ ] used to arm themselves and put lives in danger"". This is exactly the type of common sense gun policy that enjoys broad support with the American public. Unfortunately, it is not enough to simply ban such sales. Effective monitoring, including the suspension of accounts in violation of these policies, is essential. As reported in Protocol earlier this month, ""[w]hile Facebook's policy led to the removal of some high-profile groups that hosted these discussions, many simply moved to unlisted settings that made tracking the behavior more difficult."" Even more troubling is the assertion from a former Facebook engineer that the ""sheer volume of content"" made it difficult to enforce the firearm sales ban, and Facebook simply sought to ""get [the content] down to a level that was acceptable."" While we understand that in November 2018 Facebook instituted proactive measures to better identify accounts that violate its gun sale policy , we have concerns that those measures fall short. Thus, we request answers to the following questions no later than March 12, 2020: On average, how many private group accounts does Facebook suspend each month for violating the firearm sale policy?On average, how many users within private groups does Facebook suspend each month for violating the firearm sale policy?What measures does Facebook have in place to ensure that if it permanently suspends a private group for violating the gun sale policy, users from that group cannot create another private group under a different name?What proactive measures is Facebook taking to ensure that users in private groups are not able to skirt Facebook's ban on gun sales, including by referring potential buyers to apps such as WhatsApp, Snapchat, Wickr, or any alternative communication platform?What policies does Facebook have in place to alert law enforcement to instances of gun trafficking on its platforms? Specifically, in those states where peer-to-peer sales without a federal firearm licensor are illegal, does Facebook refer such attempted sales to state and local law enforcement?Facebook claims that over 93% of the firearm sales content removed from its platform is done proactively. Thus Facebook relies on user reports to make up the difference. How does Facebook expect users to report on violations within private groups?Thank you in advance for your attention to this matter. Sincerely,"	https://votesmart.org/public-statement/1405432/harris-colleagues-blast-facebooks-continued-failure-to-monitor-and-enforce-gun-sales-ban&speechType=6	Guns Science, Technology and Communication		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-colleagues-blast-facebooks-continued-failure-to-monitor-and-enforce-gun-sales-ban
VSKH33202040	Kamala Harris	2020-03-03	"Harris, Warren, Merkley Raise Concerns That DHS-Operated ""Tent Courts"" Violate Asylum Seekers' Due Process Rights"	statement	"U.S. Senators Kamala D. Harris (D-CA), Elizabeth Warren (D-MA), and Jeff Merkley (D-OR) on Monday sent a letter to the U.S. Department of Justice (DOJ) and the U.S. Department of Homeland Security (DHS) raising concerns about the lack of access to appropriate legal services and lack of transparency at DHS-operated ""tent courts"" at the U.S.-Mexico border. The lawmakers questioned whether these conditions violate asylum seekers' due process rights and hinder critical oversight of those courts. They also renewed their calls to the Trump Administration to end its inhumane Remain in Mexico policy, which has forced tens of thousands of asylum seekers to wait in extremely dangerous conditions while their asylum claims are processed. ""We are concerned that DHS and DOJ's current operation of the tent courts violates the due process rights of those seeking refuge at our borders and prevents meaningful oversight of the asylum adjudication process,"" wrote the lawmakers. ""As a result, we request that you provide additional information regarding the operation of these courts and the steps DHS and DOJ are taking, if any, to protect the rights of migrants seeking asylum."" The lawmakers' letter raises several concerns first raised by immigration lawyers, activists, journalists, and asylum seekers themselves: - Asylum seekers in tent courts have inadequate access to information about their legal options. For instance, tent courts do not provide a Legal Orientation Program, a resource provided in most immigration courts that educates asylum seekers about the asylum process and their available legal options. - Asylum seekers have poor access to counsel. Tent courts impose severe challenges to obtaining an attorney. Asylum seekers that do have counsel are often unable to meet with their attorneys outside of the tent courts and are often given as little as 15 minutes to meet with their attorneys inside the tent courts. Once inside the courtroom, DHS further handicaps migrants' attorneys by denying them access to technology in the courtroom, while DHS attorneys are granted full access. - The tent courts function as ""virtual immigration courtrooms,"" where judges remotely conduct hearings by video teleconference, denying migrants meaningful interaction with their judge. - Members of the public and the press have been granted only restricted access to observe proceedings in tent courts. Senators Harris, Warren, and Merkley have requested responses to their questions about the operations at the tent courts by March 13, 2020."	https://votesmart.org/public-statement/1407529/harris-warren-merkley-raise-concerns-that-dhs-operated-tent-courts-violate-asylum-seekers-due-process-rights&speechType=6	Legal Immigration		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-warren-merkley-raise-concerns-that-dhs-operated-tent-courts-violate-asylum-seekers-due-process-rights
VSKH53202039	Kamala Harris	2020-03-05	Harris Statement on Senate Passage of Coronavirus Emergency Funding	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday released a statement after the Senate passed emergency supplemental appropriations legislation to respond to the coronavirus outbreak. The legislation now heads to the president's desk. The legislation provides $8.3 billion in emergency funding to fight the spread of coronavirus, including support for state and local governments. ""Coronavirus poses a serious threat to the public health of Californians and people across our country and the federal government must lead a robust, science-based response to this crisis. I am grateful that Congress has taken the necessary first step of passing emergency funding, but this must not be the end to our response. We must continue to provide oversight to ensure that communities are getting the proper resources and information to adequately respond to this threat. ""As senator, protecting the health of Californians is one of my primary responsibilities. California communities in particular have stepped up to care for individuals affected by coronavirus. I am committed to ensuring that these communities have the federal funding and assistance they need to respond to this public health crisis, and my office and I will remain in contact with California's state and local officials to ensure health care workers and those affected get assistance."""	https://votesmart.org/public-statement/1407540/harris-statement-on-senate-passage-of-coronavirus-emergency-funding&speechType=6	National Security Health and Health Care Government Budget and Spending		Washington D.C.	https://www.harris.senate.gov/news/press-releases/harris-statement-on-senate-passage-of-coronavirus-emergency-funding
VSKH133202038	Kamala Harris	2020-03-13	Harris to McConnell: Cancel the Weekend & Call Senate Back to Vote on Emergency Coronavirus Bill	statement	"U.S. Senator Kamala D. Harris (D-CA) on Friday released a statement ahead of the House of Representatives voting on a package in response to the coronavirus outbreak to provide paid sick leave and paid family and medical leave to workers, extend unemployment benefits, expand food assistance, and provide free coronavirus testing. On Thursday, Harris called on the Senate to include paid sick leave and paid family and medical leave as components of any legislative package to address the coronavirus. ""It's pretty basic: when our country faces a serious crisis, the federal government has a duty to act. Yet despite the growing outbreak of the coronavirus, which is threatening the lives of our people and testing the strength of our economy, Mitch McConnell gave the Senate a three-day weekend. Meanwhile, the House of Representatives will soon consider urgently-needed legislation to support working families without access to paid sick leave and paid family and medical leave. Leader McConnell must immediately cancel the weekend and call the Senate back into session to vote on the House legislation. ""Paid sick leave will save lives. Paid family and medical leave will save lives. This bill is not only the right thing to do to support our workers, including the two thirds of low-income workers who do not currently have paid sick leave, but also a smart strategy to keep sick people at home and slow the spread of the coronavirus. We must vote on it without delay."""	https://votesmart.org/public-statement/1416910/harris-to-mcconnell-cancel-the-weekend-call-senate-back-to-vote-on-emergency-coronavirus-bill&speechType=6	Employment and Affirmative Action Health and Health Care Legislative Branch		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-to-mcconnell-cancel-the-weekend-and-call-senate-back-to-vote-on-emergency-coronavirus-bill
VSKH183202037	Kamala Harris	2020-03-18	Harris Statement on Senate Coronavirus Package	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday released a statement after the Senate passed a legislative package to address the coronavirus outbreak. The bill passed by the Senate will provide for coronavirus testing at no cost, make an initial investment towards paid sick leave and paid family and medical leave for workers, and expand unemployment benefits. ""The coronavirus pandemic has laid bare cracks in our society and our economy that too many families have long understood. Our health care system is stretched thin, and millions of Americans remain uninsured or underinsured. Two thirds of low-income workers do not have paid sick leave, forcing them to choose between staying home sick or putting food on the table. 40% of Americans cannot afford a $400 unexpected expense. ""The coronavirus package the Senate passed today will provide for coronavirus testing at no cost, deliver much-needed relief to unemployed individuals, and make an important first step towards providing paid sick leave and paid family and medical leave for our nation's workers. Now, it's time to get to work on further solutions for working families across our country, including providing direct support to workers whose wages have been cut or who have been laid off."	https://votesmart.org/public-statement/1416923/harris-statement-on-senate-coronavirus-package&speechType=6	Unemployed and Low-Income Employment and Affirmative Action Health and Health Care		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-senate-coronavirus-package
VSKH223202036	Kamala Harris	2020-03-22	Harris Statement on Vote Opposing Consideration of GOP Coronavirus Package	statement	"U.S. Senator Kamala D. Harris (D-CA) on Sunday released a statement after voting against cloture on Republican bill that aims to address the coronavirus outbreak in the United States by putting the interests of large corporations ahead of the needs of working people. ""The coronavirus pandemic is a public health emergency that is driving an economic disaster for millions of families across our country. People are in their homes scared and suffering right now, Congress must act immediately to strengthen our health care system, expand access to emergency assistance like we do in the midst of any other disaster, and lift up and support working people, families, and small businesses. We need to get this right. ""The Republican bill released today does not address the pain everyday Americans are feeling, nor does it provide support for our overloaded health care system. This bill fails our workers by bailing out big industries without requiring them to keep people employed or ensure workers are protected. I voted against this bill because it fails to meet the urgent demands of this moment."""	https://votesmart.org/public-statement/1417585/harris-statement-on-vote-opposing-consideration-of-gop-coronavirus-package&speechType=6	Economy and Fiscal Legislative Branch		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-vote-opposing-consideration-of-gop-coronavirus-package
VSKH253202035	Kamala Harris	2020-03-25	In Response To Coronavirus Crisis, Harris Votes to Support Working Families and Small Businesses	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday released the following statement after the U.S. Senate passed the third relief package in response to the coronavirus pandemic. This bill would provide direct payments up to $1,200 for working people, and give families $500 per child, supply $150 billion for a state, tribal, and local Coronavirus Relief Fund, dramatically expand unemployment insurance for laid off workers , including those in the gig economy and entertainment industry, provide $377 billion in relief for small businesses, and invest over $100 billion in the nation's hospitals. Senator Harris will continue to fight for paid sick leave, paid family and medical leave, keeping immigrant communities safe, and additional consumer protections for working families. ""Our country is hurting right now. Parents are trying to figure out how to put food on the table after losing their jobs. Workers on the front lines of this outbreak don't have the proper equipment to protect themselves and others. Small businesses are struggling to keep the lights on. We are in a crisis, and the federal government must rise to the occasion to help all working people, not just corporations and Wall Street. ""While this bill is far from perfect, I voted for it because workers, small businesses, and health care providers need help right now. It will help slow the spread of the coronavirus and support families on the brink of financial ruin. ""Congress' job is not even close to finished , things will get worse before they get better, and it's our job to help the people who need it most. There is much more work to be done to provide assistance to families and small businesses, expand paid leave, and protect homeowners and renters. I won't let up the fight for California families and the most vulnerable among us."""	https://votesmart.org/public-statement/1417597/in-response-to-coronavirus-crisis-harris-votes-to-support-working-families-and-small-businesses&speechType=6	Unemployed and Low-Income Health and Health Care Economy and Fiscal Federal, State and Local Relations		Washington, DC	https://www.harris.senate.gov/news/press-releases/in-response-to-coronavirus-crisis-harris-votes-to-support-working-families-and-small-businesses
VSKH313202034	Kamala Harris	2020-03-31	Harris Response to Trump Gutting Obama's National Fuel Economy and Emissions Standards	statement	"U.S. Senator Kamala D. Harris (D-CA) released the following statement after the Trump administration announced its final rule to roll back Obama-era federal fuel economy and greenhouse gas emissions standards. The Trump administration's own analysis through the Environmental Protection Agency's Science Advisory Board showed this isn't a good deal for Americans. ""Hospitals are in desperate need of ventilators for people with respiratory illnesses, millions have applied for unemployment, and families across the nation are struggling to make ends meet. This administration's own analysis has shown this is a bad deal for Americans. During this time of crisis, we should have every federal policy , including bold clean car standards , in place to make our air clean, create jobs, and save consumers money."" Senator Harris has been a leader fighting for clean car standards and California's unique waiver authority under the Clean Air Act. In January 2017, she pressed EPA Administrator nominee Pruitt on the California Waiver.In February 2017, she opposed the nomination of EPA Administrator Pruitt in part because of his position on the California Waiver.In March 2017, she called on EPA Administrator Pruitt to reverse his decision to roll back the clean car standards.In April 2018, she spoke out against EPA formal decision to weaken the clean car standards.In August 2018, she led a resolution to protect the current clean car standards.In February 2019, she called out the Trump administration for walking away from negotiations with California.In September 2019, she reintroduced the resolution to protect the clean car standards.In September 2019, she called for a DOJ IG investigation into the Justice Department's inquiry into automakers work with California."	https://votesmart.org/public-statement/1417618/harris-response-to-trump-gutting-obamas-national-fuel-economy-and-emissions-standards&speechType=6	Environment		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-response-to-trump-gutting-obamas-national-fuel-economy-and-emissions-standards
VSKH44202033	Kamala Harris	2020-04-04	Harris Statement on Firing of Intelligence Community Inspector General	statement	"U.S. Senator Kamala D. Harris (D-CA), member of the U.S. Senate Select Committee on Intelligence, on Saturday released a statement following President Trump's firing of Michael Atkinson as Inspector General of the Intelligence Community. Last year, Atkinson alerted Congress to the whistleblower complaint that ultimately led the House to impeach the president. ""The firing of the Intelligence Community's Inspector General, just months after ousting the Acting Director of National Intelligence, is further evidence Trump will do anything he can to escape oversight and will punish anyone he believes isn't sufficiently loyal to him personally,"" said Harris. ""The men and women who serve their country within the Intelligence Community must be able to fulfill their duties free of political interference. As a member of the Intelligence Committee, I will continue to insist on vigorous oversight of this administration's management of our intelligence agencies."" ""This firing also shows that even in the midst of a deadly pandemic, the president is obsessed with settling scores over impeachment. Americans must be able to trust that their leaders are focused on solving problems and saving lives, not political revenge,"" Harris added."	https://votesmart.org/public-statement/1417653/harris-statement-on-firing-of-intelligence-community-inspector-general&speechType=6	Executive Branch		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-firing-of-intelligence-community-inspector-general
VSKH124202032	Kamala Harris	2020-04-12	Harris Statement on Inhumane Conditions at Otay Mesa Detention Center	statement	"U.S. Senator Kamala D. Harris (D-CA), member of the Senate Judiciary Committee and Senate Homeland Security & Governmental Affairs Committee, released a statement after reports of worsening conditions at Otay Mesa Detention Center in San Diego, CA. The center now has the most reported COVID-19 cases among any U.S. Immigration and Customs Enforcement (ICE) detention facility in the country. In 2018, Senator Harris visited the Otay Mesa Detention Center. ""The horrifying conditions at Otay Mesa Detention Center are unacceptable. Every day that officials continue to lock up low-risk and vulnerable people is another day that people in U.S. custody along with countless facility and court personnel, legal representatives, witnesses, and family members are put at risk of a preventable death from a deadly virus,"" said Harris. ""We are in a moment of crisis that requires leaders to respond swiftly and humanely in the interest of public health. The Department of Homeland Security (DHS) has failed to take sufficient commonsense actions that would save lives. That needs to change, now."" Last month, Senator Harris pressed the heads of DHS, ICE, and U.S. Customs and Border Protection (CBP) about procedures and protocols to slow the spread of COVID-19, including guidance for releasing people to protect vulnerable individuals and standards for holding private contractors accountable. She also called on DHS, CBP, and ICE leaders to remove vulnerable and low-risk detained individuals from immigration detention facilities on recognizance, bond, parole, or via enrollment of individuals in alternatives to detention."	https://votesmart.org/public-statement/1418083/harris-statement-on-inhumane-conditions-at-otay-mesa-detention-center&speechType=6	Health and Health Care Immigration		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-inhumane-conditions-at-otay-mesa-detention-center_
VSKH214202031	Kamala Harris	2020-04-21	Harris Statement on New Senate Intelligence Committee Report	statement	"U.S. Senator Kamala D. Harris, member of the U.S. Senate Intelligence Committee, issued the following statement after the release of the Intelligence Committee's fourth installment of its review of the Intelligence Community Assessment (ICA) , which focused on Russian meddling in the 2016 election. ""The facts are indisputable. Republicans and Democrats on the Senate Intelligence Committee agree that Russia interfered in our 2016 presidential election and did so to help Donald Trump. Given that we are in another election year, we must do everything in our power to protect our election system and ensure it is free from foreign interference and domestic voter suppression. I thank the hardworking men and women of the intelligence community for their thorough and rigorous analysis."""	https://votesmart.org/public-statement/1420322/harris-statement-on-new-senate-intelligence-committee-report&speechType=6	National Security Elections		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-new-senate-intelligence-committee-report-
VSKH244202030	Kamala Harris	2020-04-24	Harris, Colleagues Unveil Bill to Repeal GOP Tax Giveaway to Million-Dollar-Plus Earners in Coronavirus Relief Leg ...	statement	"U.S. Senator Kamala D. Harris (D-CA) on Friday joined Senator Sheldon Whitehouse (D-RI) and Representative Lloyd Doggett (D-TX) in unveiling legislation to repeal a massive tax giveaway for a small group of wealthy taxpayers that Republicans included in the coronavirus relief bill. The legislation would do away with provisions in the Coronavirus Aid, Relief, and Economic Security (CARES) Act that the nonpartisan Joint Committee on Taxation (JCT) estimates will reduce government revenue by $195 billion over ten years, and that would overwhelmingly benefit wealthy taxpayers like hedge fund managers and real estate speculators. Together, the Republican provisions are among the costliest parts of the CARES Act, despite having no real connection to battling coronavirus or its economic fallout. ""It's outrageous that Senate Republicans gave the richest individuals in our nation a tax break in COVID-19 relief bill,"" said Senator Harris. ""We need to be protecting the most vulnerable communities during this time, not giving away money to the rich. This is provision must be repealed immediately."" Joining Harris and Whitehouse on the bill in the Senate is Senator Sherrod Brown (D-OH), along with Senators Tom Carper (D-DE), Patrick Leahy (D-VT), Bernie Sanders (I-VT), Tom Udall (D-NM), Richard Blumenthal (D-CT), Dick Durbin (D-IL), Jeff Markey (D-OR), Chris Van Hollen (D-MD), Angus King (I-ME), Elizabeth Warren (D-MA), Kamala Harris (D-CA), Amy Klobuchar (D-MN), Chris Coons (D-DE), Jack Reed (D-RI), Chris Murphy (D-CT), and Kirsten Gillibrand (D-NY). Joining Doggett on the bill in the House are Representatives Rosa DeLauro (D-CT), Jamie Raskin (D-MD), and Steve Cohen (D-TN), along with nearly 40 other House members. The Republican provisions, sections 2303 and 2304 of the CARES Act, allow wealthy taxpayers to use losses in certain years to avoid paying taxes in other years. Among other things, the changes allowed wealthy taxpayers to claim rich refund checks for the 2018 and 2019 tax years , before the coronavirus crisis hit. And unlike programs in the CARES Act that required employers use benefits to maintain payroll and support workers, sections 2303 and 2304 let wealthy taxpayers keep the benefits with no strings attached. Only after the Senate had already voted on the CARES Act did the full cost of the Republican provisions become clear. According to an analysis from the JCT, just 43,000 individual tax filers covered by one of the Republican provisions would see their tax liability fall by a combined $70.3 billion in 2020. Nearly 82 percent of those who will benefit from that provision make $1 million or more, with 95 percent making over $200,000. The tax benefits from the Republican provisions dwarf payments flowing to working Americans. Based on the JCT's analysis, millionaire tax filers benefiting from one of the provisions will see an average benefit of $1.6 million this year alone. In contrast, direct payments to most Americans under the CARES Act are capped at $1,200. The bill would repeal the Republican provisions and, in their place, add a provision designed to help small companies struggling to stay afloat. This provision would be available to companies with under $15 million in receipts that have not engaged in excessive executive compensation, dividends, or stock buybacks. Unlike the Republican provisions, the new provision would only apply to 2020 and would offer taxpayers advanced refunds of up to $100,000 now to give them cash when they need it. According to reports, beneficiaries of the tax giveaways may include President Trump, his son-in-law Jared Kushner, and ""real estate investors in President Trump's inner circle."""	https://votesmart.org/public-statement/1420507/harris-colleagues-unveil-bill-to-repeal-gop-tax-giveaway-to-million-dollar-plus-earners-in-coronavirus-relief-legislation&speechType=6	Taxes		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-colleagues-unveil-bill-to-repeal-gop-tax-giveaway-to-million-dollar-plus-earners-in-coronavirus-relief-legislation_
VSKH176202029	Kamala Harris	2020-06-17	Harris Statement on Senate GOP Policing Bill	statement	"U.S. Senator Kamala D. Harris (D-CA) on Wednesday released the following statement on Senate Republicans' policing bill: ""Black people want to stop being killed and Americans from all walks of life are demanding change. We must meet this movement by holding police accountable for misconduct. The bill put forth today by Republican senators fails to do that. ""The bill proposed today by my Republican colleagues is completely silent on police accountability. We should have a national standard for use of force , the Republican bill fails to adopt one. This could have saved George Floyd's life. We should have a national ban on no-knock warrants in drug cases , the Republican bill fails to address this. This could have saved Breonna Taylor's life. The families who have lost loved ones at the hands of police should be able to hold police officers accountable in court , the Republican bill fails to address this. The bottom line is that this bill would not save a single life , including the lives of Breonna Taylor and George Floyd. ""I again call on my colleagues to support the Justice in Policing Act, which will put our country on a real path toward improving community trust and accountability for police misconduct. And I urge my colleagues to please understand that tonight and every night, Black parents in America are on their knees praying that their sons and daughters will be safe. We must act boldly to truly fix this system."""	https://votesmart.org/public-statement/1436222/harris-statement-on-senate-gop-policing-bill&speechType=6	Civil Liberties and Civil Rights Criminal Justice		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-statement-on-senate-gop-policing-bill_
VSKH186202028	Kamala Harris	2020-06-18	Harris Applauds Supreme Court Decision Preserving DACA Program	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday released the following statement after the U.S. Supreme Court blocked the Trump Administration's decision to end the Deferred Action for Childhood Arrivals (DACA) program. President Trump terminated the DACA program on September 5, 2017, throwing the lives of over 600,000 DREAMers into chaos. ""DACA has allowed young immigrants who were brought here by their parents to live and work in this country without fear that they would be deported. Dreamers are part of our communities. They are our classmates, our work colleagues, our role models, and our friends and neighbors. ""The administration's decision to break our promise to these young people was cruel and inhumane. Since day one of his administration, this president has repeatedly attacked immigrant communities and used them as political bargaining chips instead of treating them like human beings. This administration has, time and time again, used anti-immigrant sentiment to drum up fear. They have shamelessly pushed for a border wall, erected barriers to citizenship, and restricted due process for those seeking refuge in our country. This is all part of a reckless and cruel push to remake the demographics of our country using an anti-immigrant agenda. ""Today's ruling was important, but it is not a lasting solution. The House of Representatives has put forth strong legislation, the American Dream and Promise Act, which the Senate should vote on today. Every day that passes without protections for DACA recipients set forth in our laws, is another day that these young people must live in fear of being taken away from their families and communities. These young people should not continue to live in fear of one day being turned away from the only country they know as home."""	https://votesmart.org/public-statement/1436262/harris-applauds-supreme-court-decision-preserving-daca-program&speechType=6	Judicial Branch		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-applauds-supreme-court-decision-preserving-daca-program
VSKH186202027	Kamala Harris	2020-06-18	Harris Applauds Supreme Court Decision Preserving DACA Program	statement	"U.S. Senator Kamala D. Harris (D-CA) on Thursday released the following statement after the U.S. Supreme Court blocked the Trump Administration's decision to end the Deferred Action for Childhood Arrivals (DACA) program. President Trump terminated the DACA program on September 5, 2017, throwing the lives of over 600,000 DREAMers into chaos. ""DACA has allowed young immigrants who were brought here by their parents to live and work in this country without fear that they would be deported. Dreamers are part of our communities. They are our classmates, our work colleagues, our role models, and our friends and neighbors. ""The administration's decision to break our promise to these young people was cruel and inhumane. Since day one of his administration, this president has repeatedly attacked immigrant communities and used them as political bargaining chips instead of treating them like human beings. This administration has, time and time again, used anti-immigrant sentiment to drum up fear. They have shamelessly pushed for a border wall, erected barriers to citizenship, and restricted due process for those seeking refuge in our country. This is all part of a reckless and cruel push to remake the demographics of our country using an anti-immigrant agenda. ""Today's ruling was important, but it is not a lasting solution. The House of Representatives has put forth strong legislation, the American Dream and Promise Act, which the Senate should vote on today. Every day that passes without protections for DACA recipients set forth in our laws, is another day that these young people must live in fear of being taken away from their families and communities. These young people should not continue to live in fear of one day being turned away from the only country they know as home."""	https://votesmart.org/public-statement/1436224/harris-applauds-supreme-court-decision-preserving-daca-program&speechType=6	Judicial Branch		Washington, DC	https://www.harris.senate.gov/news/press-releases/harris-applauds-supreme-court-decision-preserving-daca-program
